Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Class
1.485936229,1.540086199,1.647797012,1.031772276,0.898926872,0.886337236,0.930566027,0.821960527,0.908530762,0.882609499,0.938925637,1.075212443,0.873639562,0.451507652,0.452060864,0.822458423,0.409158088,-0.090231308,0.127993359,0.485359706,799.010989,752.6739927,820.7692308,810.6959707,1103.223443,0.050171,-0.037537,1.016296,5.727234,-2.145844,-0.328979,1.0,1.0,1.0,1.0,1.0,95.0,2
1.541415763,1.379013106,1.769226706,1.198569087,0.949654937,0.825971933,0.656388115,0.890101769,0.955818134,0.879012595,0.796987346,1.11573669,0.898724981,0.504027802,0.403875714,0.879012185,0.376965649,-0.13660178,0.088912607,0.51286034,789.7435897,742.6007326,660.0,765.970696,815.5311355,0.028198,-0.057068,1.009094,3.117828,19.140625,-0.396271,1.0,1.0,1.0,1.0,1.0,95.0,2
1.566092653,1.350029871,1.585848713,1.187885119,1.031774679,0.806897329,0.599125813,0.98714804,0.885210966,0.910531002,0.559750579,1.009768335,0.848713416,0.559539064,0.251847367,0.890527231,0.366280085,-0.157032829,0.014161523,0.490691431,807.4725275,807.0695971,676.9230769,807.8754579,487.5457875,0.046814,-0.079529,1.010925,7.992706,-3.738403,1.996307,1.0,1.0,1.0,1.0,1.0,95.0,2
1.584484258,1.749097982,1.585848713,1.336688501,1.114882693,0.89757274,0.599125813,1.093710411,0.841473619,0.861778818,0.559750579,1.024298467,0.918941077,0.722260082,0.251847367,1.000295056,0.342618353,-0.104553425,0.014161523,0.541160392,813.9194139,623.3333333,823.1868132,832.4542125,888.4615385,-0.015625,-0.097046,1.010498,3.170166,9.929199,-0.643005,1.0,1.0,1.0,1.0,1.0,95.0,2
1.376474073,1.923348043,1.585848713,1.305117283,0.964494955,1.040501536,0.599125813,1.046171027,0.886087789,0.861778818,0.559750579,1.293614769,0.741677518,0.809960751,0.251847367,0.990386302,0.445488515,-0.044583468,0.014161523,0.48184581,789.3406593,788.9377289,759.5238095,786.5201465,1059.304029,0.025574,-0.084839,1.005188,8.202057,-11.604004,-0.149536,1.0,1.0,1.0,1.0,1.0,95.0,2
1.415260295,2.163769254,1.585848713,1.346550704,0.742623578,1.1725664,0.599125813,0.9586232,1.025198018,0.73927917,0.559750579,1.294947087,0.723916108,0.952328765,0.251847367,0.977135029,0.455428776,0.038024611,0.014161523,0.432537489,751.8681319,763.1501832,808.6813187,750.2564103,554.029304,0.010925,-0.065552,1.015076,6.116028,-5.809479,-0.979462,1.0,1.0,1.0,1.0,1.0,95.0,2
1.383173544,2.163769254,1.61453368,1.243445712,0.86430349,1.1725664,0.448434469,0.756525496,1.291787271,0.73927917,0.727613282,1.299368879,0.784280679,0.952328765,0.505427397,0.886540838,0.41033112,0.038024611,-0.17970215,0.33775131,794.5787546,771.6117216,758.7179487,800.2197802,1239.010989,0.048828,-0.060913,1.014465,2.818756,4.209442,0.403748,1.0,1.0,1.0,1.0,1.0,95.0,2
1.302872957,1.229365111,1.587155022,1.096301088,0.918509442,0.718517091,0.419018753,0.643767733,1.290269198,0.822090599,0.727613282,1.297637804,0.842275539,0.352764866,0.482312444,0.802959371,0.354817708,-0.057287249,-0.180328985,0.352520849,786.9230769,821.978022,657.1794872,774.8351648,539.5238095,0.037598,-0.085327,1.008179,4.807587,0.957031,-19.073334,1.0,1.0,1.0,1.0,1.0,95.0,2
1.399359043,1.315604474,1.587155022,1.257558736,1.095888726,0.706057841,0.419018753,0.93249144,1.290269198,0.834454288,0.727613282,1.153875092,0.900549153,0.346218804,0.482312444,0.899148317,0.295486704,-0.059921132,-0.180328985,0.369205771,805.0549451,790.1465201,720.8424908,805.0549451,584.6520147,0.034668,-0.095703,1.012085,5.764618,-5.607605,-1.256104,1.0,1.0,1.0,1.0,1.0,90.0,2
1.355115289,1.31286912,1.57749932,1.258971226,1.067014702,0.561316852,0.286527391,0.951320157,1.039274162,0.603037114,0.54099206,1.076065642,0.837702781,0.323960629,0.450844334,0.874004634,0.308648066,-0.035514281,-0.176874979,0.373715758,804.6520147,786.9230769,782.0879121,811.9047619,705.5311355,0.021912,-0.085144,1.014404,7.424469,-5.398254,0.284119,1.0,1.0,1.0,1.0,1.0,90.0,2
1.388456617,1.680070911,1.57749932,1.264080661,1.056087332,1.174728762,0.286527391,0.960114573,1.041919059,1.118233753,0.54099206,1.119971001,0.797939487,0.461451932,0.450844334,0.859897625,0.305778542,0.11419765,-0.176874979,0.276763145,782.8937729,774.029304,894.9084249,791.7582418,754.2857143,-0.002991,-0.087158,1.006348,5.742188,-8.553467,-0.471039,1.0,1.0,1.0,1.0,1.0,90.0,2
1.053273232,1.470649002,1.57749932,0.913100793,0.816053814,1.009298811,0.286527391,0.562717831,0.904305853,1.118233753,0.54099206,0.927067415,0.695025787,0.320905921,0.450844334,0.626712737,0.286764794,-0.011330387,-0.176874979,0.218213603,748.6446886,733.3333333,752.2710623,780.8791209,1103.223443,0.035828,-0.08136,1.008606,7.14035,-3.91037,-2.467346,1.0,1.0,1.0,1.0,1.0,90.0,2
1.127669532,1.568766775,1.57749932,1.256534214,0.903336438,0.875721107,0.286527391,0.764836732,1.181724378,1.118233753,0.54099206,1.103899683,0.817618033,0.299900122,0.450844334,0.775877502,0.268507857,-0.102351005,-0.176874979,0.377584006,799.010989,703.9194139,733.7362637,803.4432234,641.4652015,0.015747,-0.045105,1.010071,2.377625,-5.069275,-5.256195,1.0,1.0,1.0,1.0,1.0,90.0,2
1.504974853,1.82909419,1.57749932,1.688831262,0.912983446,0.454256309,0.286527391,0.887733818,1.196366186,0.540179985,0.54099206,1.095218009,0.847153013,0.224066095,0.450844334,0.86828005,0.281271815,-0.285655271,-0.176874979,0.465884865,806.2637363,809.8901099,808.2783883,814.3223443,1154.395604,0.028442,-0.049255,1.018921,7.895508,-19.275208,-0.971985,1.0,1.0,1.0,1.0,1.0,90.0,2
1.656259684,1.971488066,1.57749932,1.779892151,0.952739891,0.378761846,0.286527391,0.904376109,1.196366186,0.907845452,0.54099206,1.064814551,0.841085063,0.419274795,0.450844334,0.90194697,0.390097901,-0.184836047,-0.176874979,0.603753172,778.0586081,741.3919414,821.1721612,805.0549451,662.014652,0.034912,-0.070374,1.009766,4.807587,0.695343,-11.252594,1.0,1.0,1.0,1.0,1.0,90.0,2
1.716894183,2.038750798,1.57749932,1.776260921,0.810224299,0.446892894,0.286527391,0.736890995,1.098962662,0.959093634,0.54099206,1.055522085,0.755023247,0.522492276,0.450844334,0.794246393,0.527472673,-0.104899245,-0.176874979,0.613892797,803.4432234,752.6739927,904.1758242,767.985348,1384.468864,0.030823,-0.042725,1.008423,5.540314,-2.34024,0.493469,1.0,1.0,1.0,1.0,1.0,90.0,2
1.591565111,1.938229904,1.57749932,1.745931865,0.780029356,0.571759937,0.286527391,0.831821876,0.758323591,0.959093634,0.54099206,0.987553944,0.68948516,0.651836073,0.450844334,0.803056938,0.591109952,0.018062685,-0.176874979,0.704701675,767.1794872,826.007326,794.981685,808.2783883,955.7509158,0.043701,-0.053894,1.015747,3.858032,-5.31601,-2.205658,1.0,1.0,1.0,1.0,1.0,90.0,2
1.528455803,1.886911622,1.57749932,1.715113201,0.774268049,0.697634933,0.286527391,0.847584558,0.871009651,0.959093634,0.54099206,0.991531519,0.798793374,0.753285343,0.450844334,0.815064791,0.582385852,0.073781821,-0.176874979,0.661424349,751.8681319,777.6556777,734.5421245,797.3992674,341.6849817,0.051758,-0.063843,1.01355,4.269257,-3.215027,-3.947754,1.0,1.0,1.0,1.0,1.0,90.0,2
1.324694381,1.536530084,1.57749932,1.813859773,0.508593078,0.814420343,0.286527391,0.843532018,0.783302702,0.724423132,0.54099206,1.005047305,0.777471762,0.459565101,0.450844334,0.790766565,0.481439783,0.043868451,-0.176874979,0.654484461,748.6446886,765.5677656,740.1831502,752.2710623,930.3663004,0.061157,-0.067261,1.013184,4.680481,-3.147736,-3.058014,1.0,1.0,1.0,1.0,1.0,90.0,2
1.427656592,1.465542666,1.516650268,1.828512515,0.913646593,1.002041527,0.535429584,0.551622917,1.073316051,1.062866811,0.813292224,0.990026522,0.858430834,0.66860889,0.335567428,0.689834668,0.459706004,0.114143525,-0.144961797,0.613121817,756.7032967,786.1172161,787.7289377,747.032967,457.3260073,0.06665,-0.074463,1.007263,5.869293,-4.912262,-1.689758,1.0,1.0,1.0,1.0,1.0,90.0,2
1.427487117,1.433280116,1.810735286,2.020104333,0.994851273,1.073784295,1.160422549,0.555997006,1.066905894,1.128150487,1.340689104,0.981223445,0.875385515,0.712962977,0.798288326,0.647802123,0.464221051,0.156402897,0.087391015,0.661014272,775.2380952,774.029304,825.6043956,767.5824176,1015.384615,0.104492,-0.069641,1.000793,5.764618,-8.03009,-3.753357,1.0,1.0,1.0,1.0,1.0,90.0,2
1.401554746,1.28223128,1.830745159,1.802484801,1.129131836,1.029791808,1.225990057,0.938613599,1.010390729,1.128150487,1.340689104,0.947001948,0.87109292,0.682549736,0.756054038,0.743867408,0.361224481,0.111820477,0.038076333,0.373263179,762.3443223,778.0586081,757.5091575,784.1025641,518.1684982,0.096252,-0.066467,1.010742,5.577698,-2.616882,-2.370148,1.0,1.0,1.0,1.0,1.0,90.0,2
1.101069619,1.246067537,1.881532496,1.126657737,0.881875966,0.862528451,1.309862615,0.813621697,0.77166747,1.124117867,1.340689104,0.891089503,0.665666107,0.566743245,0.763600265,0.685911856,0.310003866,0.045227952,0.0260611,0.292676203,772.014652,770.4029304,755.8974359,768.7912088,793.7728938,0.082764,-0.069824,1.006836,5.719757,-3.461761,-1.278534,1.0,1.0,1.0,1.0,1.0,90.0,2
1.064647109,1.141231202,1.771991679,1.023541444,0.943943264,0.594085048,1.208579326,0.80049945,0.993732088,0.760851875,0.576457188,0.974197986,0.612426154,0.395055225,0.293933015,0.660897776,0.2642849,-0.085790096,-0.296375597,0.218088871,830.8424908,791.7582418,783.2967033,829.2307692,1265.604396,0.080627,-0.072327,1.007141,6.459961,-4.366455,-0.844879,1.0,1.0,1.0,1.0,1.0,90.0,2
1.181982898,1.2006902,1.84517674,1.05291665,0.888449458,0.837219997,1.340701507,0.749012068,0.997391229,0.78576536,0.571768307,0.924844936,0.477860261,0.390228545,0.355756254,0.584035996,0.208931239,-0.083374736,-0.227470821,0.233844215,834.8717949,706.7399267,738.5714286,831.6483516,689.4139194,0.082458,-0.059143,1.010498,6.871185,-3.962708,-0.500946,1.0,1.0,1.0,1.0,1.0,90.0,2
1.350564815,1.696881976,1.84517674,1.344264847,0.932096928,0.922533532,1.340701507,0.838995477,1.019566229,0.786263075,0.571768307,0.954083568,0.464754577,0.317018879,0.355756254,0.577217105,0.109146712,-0.097081266,-0.227470821,0.132998847,826.8131868,792.967033,753.8827839,843.7362637,1270.03663,0.079102,-0.059814,1.003052,5.181427,-3.162689,-1.9664,1.0,1.0,1.0,1.0,1.0,90.0,2
1.499536553,1.870452994,1.84517674,1.531113451,0.826823242,0.98701621,1.340701507,0.879077298,0.986238714,0.724256593,0.571768307,0.936749624,0.452641773,0.26553149,0.355756254,0.550641503,0.072935417,-0.102348608,-0.227470821,0.189313527,767.5824176,796.996337,797.3992674,767.1794872,536.7032967,0.075806,-0.06311,1.010681,6.340332,-3.656158,-2.063599,1.0,1.0,1.0,1.0,1.0,90.0,2
1.465452879,2.092863784,1.587769337,1.61339175,0.464902026,0.910277646,1.02442329,0.773145812,0.646528743,0.678047342,1.098943378,0.905998617,0.650694864,0.306960212,0.522305184,0.632595563,0.096871651,-0.058636037,-0.090428924,0.251815763,786.9230769,812.7106227,824.3956044,796.996337,1327.655678,0.07196,-0.056213,1.011047,5.749664,-2.83371,-1.039276,1.0,1.0,1.0,1.0,1.0,90.0,2
0.91060972,1.566703421,1.400906242,0.952532171,0.882254227,0.889274907,0.754935662,0.515519322,0.727472323,0.744444311,0.983645047,0.750639252,0.588894158,0.464365238,0.465313864,0.708075319,0.105830079,-0.125025853,-0.095729272,0.233741141,689.010989,765.970696,808.6813187,700.6959707,785.7142857,0.077148,-0.062622,1.004578,4.590759,-4.643097,-2.011261,1.0,1.0,1.0,1.0,1.0,95.0,2
0.91060972,1.466179152,1.550937044,0.952532171,0.882254227,0.903769344,1.158558775,0.515519322,0.727472323,0.559284111,1.215071816,0.750639252,0.588894158,0.406359763,0.468581129,0.708075319,0.105830079,-0.016191343,-0.112507477,0.233741141,786.1172161,756.3003663,749.047619,769.5970696,320.7326007,0.072693,-0.064819,1.009399,4.680481,0.119629,0.007477,1.0,1.0,1.0,1.0,1.0,95.0,2
0.824473824,1.582185344,1.649121467,0.856686803,0.921384463,0.91660237,1.291867042,0.523429154,0.714584028,0.654781257,1.218905137,0.687884055,0.555393425,0.453391946,0.437490306,0.704030365,0.085613297,0.015426351,-0.172580452,0.196200133,796.1904762,812.7106227,813.5164835,805.0549451,914.6520147,0.05542,-0.061279,1.010071,5.794525,-5.218811,-2.998199,1.0,1.0,1.0,1.0,1.0,95.0,2
1.365362132,1.739693916,1.830740047,1.395538556,0.613528689,1.064002421,1.357808106,0.59022763,0.628338436,0.848476925,1.218905137,0.90461707,0.451304783,0.529513246,0.52344176,0.524873979,-0.142903121,0.006951965,-0.128777562,0.091787783,730.1098901,789.3406593,814.3223443,715.6043956,388.8278388,0.079285,-0.069824,1.008911,5.532837,-5.458069,-2.407532,1.0,1.0,1.0,1.0,1.0,95.0,2
1.188564499,1.668765306,1.937706547,1.219705242,0.498062569,0.98907665,1.112529489,0.407612645,0.856441049,0.854240906,1.141189983,0.96055864,0.698516825,0.601480257,0.544272909,0.633820714,-0.038068451,-0.051898408,0.034819896,0.127821891,761.5384615,796.5934066,816.3369963,745.018315,875.970696,0.081055,-0.065613,1.011597,5.458069,-4.276733,-1.77948,1.0,1.0,1.0,1.0,1.0,95.0,2
1.155720949,1.53161722,1.884788467,1.201983981,0.624247581,0.931908453,0.932350587,0.586147435,1.034360486,0.854084031,1.00458142,1.01161031,0.732716862,0.599236225,0.52061974,0.612265254,-0.049105028,-0.081799341,0.085576492,0.191610929,749.047619,745.4212454,757.9120879,749.8534799,346.9230769,0.079041,-0.070557,1.008057,5.233765,-2.901001,-1.629944,1.0,1.0,1.0,1.0,1.0,95.0,2
1.083102491,1.212326001,1.81671601,1.073940837,0.731436433,0.705834685,0.862354917,0.794511096,1.078854616,0.809831974,0.948335085,0.986779229,0.775009915,0.499820851,0.488660579,0.621392812,0.064786311,-0.152054832,0.076897407,0.299543208,794.5787546,742.6007326,778.8644689,796.5934066,830.8424908,0.071106,-0.065247,1.009277,5.816956,-2.601929,-2.945862,1.0,1.0,1.0,1.0,1.0,95.0,2
1.174040761,1.259124787,1.629948865,1.141976242,0.900397748,0.614173167,0.720913461,0.925591702,1.078854616,0.778230007,0.622606577,0.848749434,0.791166151,0.411850891,0.530716084,0.631121997,0.103819381,-0.179880446,-0.004058368,0.338678147,817.1428571,799.010989,779.6703297,822.7838828,1182.600733,0.07843,-0.06189,1.008301,5.592651,-5.233765,-1.996307,1.0,1.0,1.0,1.0,1.0,95.0,2
1.286076952,1.407772763,1.289196581,1.254718034,0.966735686,0.74984002,0.695316075,0.983701736,1.075572332,0.934826129,0.730401234,0.895700184,0.773541904,0.3992015,0.584437563,0.779935024,0.250165795,-0.174438319,-0.065733232,0.39738784,770.0,753.0769231,813.9194139,761.5384615,634.2124542,0.088501,-0.060974,1.005737,5.286102,-3.641205,-0.822449,1.0,1.0,1.0,1.0,1.0,95.0,2
1.313712565,1.44988856,0.902354133,1.254916233,0.885727207,0.773623159,0.691617456,0.857624982,0.97014629,0.945028733,0.691073113,0.856827132,0.718553352,0.423757429,0.60120294,0.796348173,0.293872176,-0.134942075,-0.062741432,0.402715117,846.959707,734.1391941,730.5128205,835.2747253,1290.989011,0.069946,-0.07074,1.006653,5.241241,-1.61499,-3.678589,1.0,1.0,1.0,1.0,1.0,95.0,2
1.293521944,1.643006462,0.526300736,1.292548674,0.760584856,0.794781197,0.776614202,0.838418813,0.996446382,1.002902574,0.673966623,0.917122178,0.610031691,0.450170788,0.589854927,0.786094498,0.326464677,-0.100915897,-0.05651199,0.440733915,767.985348,775.6410256,702.7106227,754.6886447,369.0842491,0.066956,-0.071899,1.009705,6.153412,-5.256195,-3.215027,1.0,1.0,1.0,1.0,1.0,95.0,2
1.234225676,1.697485882,0.482327579,1.217127272,0.540773435,0.712381607,0.639080016,0.74176378,0.851764497,0.994358185,0.517618694,0.807241919,0.463626904,0.382410916,0.499867643,0.647080893,0.296409733,-0.032295979,-0.110294974,0.429041687,744.6153846,797.8021978,789.7435897,745.8241758,466.1904762,0.076233,-0.064819,1.008789,5.600128,-3.835602,-2.13089,1.0,1.0,1.0,1.0,1.0,95.0,2
1.204533165,1.761203112,0.482327579,1.390860593,0.553990615,0.550268367,0.639080016,0.86931233,0.804331021,1.014906682,0.517618694,0.807241919,0.370142245,0.350466262,0.499867643,0.637927638,0.234959337,-0.038047912,-0.110294974,0.414568254,786.9230769,783.2967033,765.970696,787.3260073,943.2600733,0.086975,-0.069519,1.013123,5.450592,-5.046844,-2.093506,1.0,1.0,1.0,1.0,1.0,95.0,2
0.673708367,1.555903929,1.065968463,0.977642176,0.358297014,0.519579047,0.529967132,0.106726373,1.019287475,0.959455466,0.341060145,0.796182537,0.599885633,0.265475866,0.242700774,0.660400244,0.190958737,-0.085919568,-0.191065927,0.183482859,840.5128205,726.4835165,755.8974359,830.03663,628.974359,0.076233,-0.075378,1.003235,5.046844,-3.656158,-2.83371,1.0,1.0,1.0,1.0,1.0,95.0,2
1.61424354,1.590179666,1.134772092,1.698396041,0.589821584,0.453730592,0.506015647,0.358775986,1.040489974,1.020278582,0.662220464,0.831655895,0.675941277,0.249952308,0.344323127,0.660380339,0.116327863,-0.245742682,-0.134990318,0.171796122,813.5164835,818.3516484,777.2527473,827.6190476,1043.186813,0.077271,-0.080933,1.012939,5.68985,-4.007568,-2.385101,1.0,1.0,1.0,1.0,1.0,95.0,2
1.856400972,1.523368777,1.27584403,1.874090938,0.832366618,0.455316768,0.534867615,0.807821567,1.207194639,0.863016174,0.776134064,1.046777677,0.755822035,0.225392503,0.396959678,0.768400473,0.156195555,-0.271444932,0.027807588,0.350055571,726.8864469,902.967033,830.03663,703.9194139,683.3699634,0.079712,-0.079529,1.006531,5.996399,-5.188904,-0.665436,1.0,1.0,1.0,1.0,1.0,95.0,2
2.037980826,1.802201308,1.540747611,2.045829384,0.968790543,0.629731095,0.967197552,0.967685457,1.111444174,0.825612958,0.976362852,1.014950014,0.823113092,0.278280321,0.437855736,0.818515951,0.135608345,-0.213772109,0.061623866,0.420823941,687.8021978,832.4542125,825.2014652,675.3113553,657.985348,0.09314,-0.070862,1.007385,3.798218,-0.037384,1.786957,1.0,1.0,1.0,1.0,1.0,95.0,2
2.140175322,1.802201308,1.586214421,2.11830019,1.116404462,0.629731095,1.067683923,1.162791433,1.108120208,0.825612958,0.995681981,1.011034593,0.91431792,0.278280321,0.413119987,0.933550369,0.223395481,-0.213772109,0.141479232,0.578023563,738.974359,771.2087912,840.9157509,744.6153846,745.4212454,0.050903,-0.091736,1.0047,6.273041,-5.36087,-2.878571,1.0,1.0,1.0,1.0,1.0,95.0,2
1.537000096,1.885855003,1.5087397,2.136971729,1.239157669,0.827948213,1.123909384,1.224630936,0.598904437,1.038154614,0.981572234,1.008189884,0.697646988,0.437848214,0.536694028,0.958876475,0.579527853,0.028813991,0.134886681,0.615258737,779.2673993,777.2527473,782.4908425,774.029304,726.0805861,0.072937,-0.082458,1.003296,5.996399,-4.553375,-3.04306,1.0,1.0,1.0,1.0,1.0,95.0,2
1.751798524,1.898008873,1.407087985,1.626965079,1.062564826,0.779659808,1.036911169,1.088467853,0.631081437,1.038154614,0.981572234,0.587571035,0.758351503,0.452799665,0.748415994,0.913336538,0.503243617,-0.029626372,0.170220772,0.542207348,752.2710623,862.6739927,792.967033,771.2087912,887.2527473,0.066895,-0.077148,1.008911,5.630035,-4.620667,-1.929016,1.0,1.0,1.0,1.0,1.0,95.0,2
1.789964862,1.940536715,1.234428863,1.705741885,0.98159819,0.765852846,1.010785992,0.988926152,0.656050668,1.038154614,0.945016292,0.864294916,0.731350739,0.462617502,0.870999878,0.871317323,0.522407959,-0.076904165,0.109566365,0.532108673,725.6776557,870.3296703,840.9157509,701.9047619,688.2051282,0.078552,-0.078918,1.013245,5.398254,-7.454376,1.323395,1.0,1.0,1.0,1.0,1.0,95.0,2
1.816904473,2.08326786,1.453203614,1.80657005,0.791208214,0.707788368,1.092028249,0.965209002,0.574909579,0.976204952,0.982042269,0.86532872,0.734415196,0.459876331,0.845895666,0.824929453,0.504223216,-0.234951425,-0.000518994,0.483664904,700.2930403,781.2820513,816.7399267,727.6923077,840.5128205,0.073914,-0.063904,1.013245,5.615082,-4.351501,-1.383209,1.0,1.0,1.0,1.0,1.0,95.0,2
1.774760576,2.08326786,1.598207969,1.849564156,0.75291487,0.707788368,1.132816432,0.7835792,0.548472614,0.976204952,1.040688544,0.854948673,0.679273389,0.459876331,0.774455019,0.773385318,0.549972031,-0.234951425,-0.089654915,0.515318213,738.5714286,736.1538462,738.5714286,736.959707,928.7545788,0.081909,-0.072632,1.002441,5.50293,-3.813171,-2.557068,1.0,1.0,1.0,1.0,1.0,95.0,2
1.336087412,2.08326786,1.796411274,1.701150972,0.632978712,0.707788368,1.144455911,0.790877401,0.650025048,0.976204952,0.993971671,0.729796296,0.721103542,0.459876331,0.668095731,0.69805761,0.531822162,-0.234951425,-0.144994413,0.643750101,762.3443223,732.5274725,708.7545788,760.3296703,684.981685,0.082458,-0.077637,1.006348,5.547791,-3.9328,-2.048645,1.0,1.0,1.0,1.0,1.0,95.0,2
1.25410916,1.841408878,1.69758042,1.378739014,0.444671562,1.090885166,1.016051565,0.527410743,0.766221902,1.378801835,0.944178464,0.525372023,0.774312926,0.925743512,0.651054732,0.759917089,0.434709985,0.208273514,-0.067748595,0.69475609,770.8058608,705.9340659,705.1282051,796.996337,976.7032967,0.084106,-0.066345,0.988831,5.891724,-5.039368,1.854248,1.0,1.0,1.0,1.0,1.0,95.0,2
1.157868178,1.591718362,1.072057686,1.269018943,0.529726101,0.803233268,0.707748241,0.598763235,0.982202448,1.046780261,0.752216209,0.792903382,0.6858102,0.78606831,0.561712181,0.766770275,0.381525713,0.007676104,-0.064195731,0.594965463,773.2234432,724.8717949,727.6923077,767.1794872,664.029304,0.06366,-0.079651,1.005432,6.033783,-3.730927,-3.74588,1.0,1.0,1.0,1.0,1.0,95.0,2
1.061282512,1.536033552,1.062326151,1.196607938,0.659420145,0.578806132,0.721480444,0.7707975,1.159815546,0.874710538,1.013197144,1.03589435,0.679389733,0.635545774,0.541931107,0.742896222,0.258318012,-0.052783205,-0.107369511,0.460179499,767.5824176,747.4358974,740.1831502,803.4432234,767.985348,0.067261,-0.080505,1.00415,5.869293,-5.951538,-1.016846,1.0,1.0,1.0,1.0,1.0,95.0,2
0.969235014,1.588721948,0.931488895,1.010199645,0.658902068,0.526631018,0.587885143,0.736587227,1.128698632,0.562189054,1.062203851,1.02283469,0.669810074,0.527134111,0.515722538,0.643843117,0.228690124,-0.040769768,-0.181594181,0.256194432,807.0695971,934.7985348,832.0512821,796.996337,919.8901099,0.077148,-0.068298,1.021667,6.325378,-6.886139,1.091614,1.0,1.0,1.0,1.0,1.0,95.0,2
1.348516327,1.592064048,0.895428504,1.391353569,0.758127033,0.554407105,0.575815041,0.875891756,1.024341247,0.506354204,1.035529333,0.958760199,0.73379443,0.46615934,0.489223883,0.606842713,0.496062659,0.031871803,-0.24321474,0.307953317,668.4615385,880.8058608,792.967033,653.5531136,775.2380952,0.079529,-0.069214,1.003845,6.669312,-7.259979,-2.003784,1.0,1.0,1.0,1.0,1.0,95.0,2
1.770189377,1.603977418,0.71109074,1.492142375,0.827380997,0.692479635,0.396534183,0.768774856,0.962311361,0.506354204,0.945187309,0.739123914,0.773994063,0.543280666,0.468134762,0.568915065,0.669137156,0.086572461,-0.312148633,0.352269222,708.3516484,823.1868132,847.3626374,727.2893773,870.3296703,0.120483,-0.07019,1.002625,6.355286,-4.037476,-3.850555,1.0,1.0,1.0,1.0,1.0,95.0,2
1.989784033,1.653113009,0.54567636,1.733819555,1.052996115,0.733006011,0.233915943,0.990130776,1.009322396,0.485972739,0.927465674,0.429116697,0.740727796,0.607875065,0.480165848,0.683109575,0.725145918,0.10169474,-0.328908934,0.505671283,737.7655678,877.1794872,821.5750916,758.3150183,1002.893773,0.107117,-0.069397,1.003174,5.914154,-4.11972,-3.072968,1.0,1.0,1.0,2.0,1.0,95.0,2
1.991405558,1.653113009,0.54567636,1.353705363,1.063453954,0.733006011,0.233915943,0.433917026,1.006757555,0.485972739,0.927465674,0.567911015,0.723427539,0.607875065,0.480165848,0.68043846,0.638712972,0.10169474,-0.328908934,0.580765126,739.7802198,835.6776557,845.3479853,754.2857143,670.4761905,0.10144,-0.071533,1.001648,4.957123,-0.635529,0.590668,1.0,1.0,1.0,1.0,1.0,95.0,2
1.869359678,1.653113009,0.54567636,1.353705363,1.038396771,0.733006011,0.233915943,0.433917026,0.88921074,0.485972739,0.927465674,0.567911015,0.66400489,0.607875065,0.480165848,0.68043846,0.520683322,0.10169474,-0.328908934,0.580765126,755.0915751,809.0842491,775.6410256,759.5238095,920.6959707,0.113831,-0.071289,1.000427,5.757141,-3.334656,-1.94397,1.0,1.0,1.0,1.0,1.0,95.0,2
1.235327637,1.992256037,2.090885196,1.276123323,0.672092255,1.129090323,0.841372602,0.414707846,0.823097788,1.176207372,1.121405554,0.635282647,0.681039038,0.59061924,0.518223759,0.680263467,0.60141871,-0.031562732,0.07115135,0.559917962,772.8205128,713.1868132,726.8864469,793.7728938,846.1538462,0.073608,-0.070251,1.001892,5.211334,-0.583191,-2.175751,1.0,1.0,1.0,1.0,1.0,95.0,2
0.998176478,1.949827235,1.98887406,0.859497407,0.385591366,0.942007837,0.90821593,0.463031,0.427416363,1.176207372,1.151335307,0.569448437,0.417915284,0.518391984,0.534223907,0.62806823,0.655655927,-0.122384817,0.08385125,0.419722636,761.5384615,726.8864469,765.5677656,764.3589744,622.9304029,0.087585,-0.082031,1.009338,5.398254,-3.409424,-1.211243,1.0,1.0,1.0,1.0,1.0,95.0,2
0.888992876,1.707646002,1.783936103,0.742391472,0.378936517,0.571507186,0.814793465,0.618120519,0.649694308,1.01467935,1.074085915,0.740874539,0.471146165,0.394367332,0.508032162,0.620199974,0.611066049,-0.068386846,0.081456158,0.553488876,770.4029304,711.978022,736.5567766,812.7106227,899.7435897,0.058716,-0.072693,1.015991,5.555267,4.590759,1.203766,1.0,1.0,1.0,1.0,1.0,95.0,2
0.875231565,1.727781414,1.581232352,0.745461579,0.461106118,0.959353924,0.784149597,0.639447667,0.922401874,1.156741088,0.938640801,0.919144947,0.54694872,0.684227536,0.48384801,0.593787738,0.658799351,0.230309661,0.021915621,0.582311361,783.6996337,766.3736264,727.6923077,750.6593407,729.7069597,0.080994,-0.08905,1.01123,5.585175,-9.076843,-4.673004,1.0,1.0,1.0,1.0,1.0,95.0,2
