TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Mellow,Concentration,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,emotion
13:55.6,0.7873109,0.1696063,0.61385787,0.273718,0.4005086,-0.4097226,-0.27233228,0.113962494,0.49201512,-0.21229604,-0.4904651,0.35701045,0.78027856,-0.0294545,-0.6153937,0.6688763,0.44116378,-0.12411866,-0.7427765,0.43277743,794.9817,773.6264,783.69965,810.293,801.02563,0,100,-0.225097656,0.13659668,0.964355469,4.164581299,-4.643096924,-2.452392578,1,2,1,1,2,60,neutral
13:56.1,0.7873109,0.1696063,0.61385787,0.273718,0.4005086,-0.4097226,-0.27233228,0.113962494,0.49201512,-0.21229604,-0.4904651,0.35701045,0.78027856,-0.0294545,-0.6153937,0.6688763,0.44116378,-0.12411866,-0.7427765,0.43277743,805.8608,763.95605,787.72894,781.685,909.41394,0,100,-0.221008301,0.140075684,0.967102051,3.140258789,-4.157104492,-1.450500488,1,2,1,1,2,60,neutral
13:56.6,0.7873109,0.1696063,0.61385787,0.273718,0.4005086,-0.4097226,-0.27233228,0.113962494,0.49201512,-0.21229604,-0.4904651,0.35701045,0.78027856,-0.0294545,-0.6153937,0.6688763,0.44116378,-0.12411866,-0.7427765,0.43277743,788.1319,783.2967,806.6667,790.9524,636.63007,0,100,-0.219116211,0.14453125,0.964416504,3.686065674,-3.91784668,-0.800018311,1,2,1,1,2,60,neutral
13:57.1,0.7873109,-0.1478351,0.65620494,0.31031355,0.4005086,-0.27713147,0.019295938,-0.010014446,0.49201512,-0.28900003,-0.2827423,0.11414968,0.78027856,-0.51187116,-0.44567809,0.31632748,0.44116378,-0.836199,-0.62869614,-0.22132,793.36993,777.25275,815.5311,809.89014,777.25275,0,100,-0.221740723,0.138366699,0.971008301,2.639312744,-4.508514404,-1.689758301,1,1,1,1,1,60,neutral
13:57.7,0.7873109,0.17476732,0.83578414,0.31031355,0.4005086,0.052568443,0.1270771,-0.010014446,0.49201512,-0.24406177,-0.006676226,0.11414968,0.78027856,-0.28234532,-0.284183,0.31632748,0.44116378,-0.75085634,-0.54890096,-0.22132,805.05493,751.4652,772.4176,800.2198,801.4286,0,100,-0.210876465,0.133300781,0.971923828,2.691650391,-5.682373047,1.158905029,1,1,1,1,1,60,neutral
13:58.2,0.7873109,0.33299726,1.0495732,0.71961886,0.4005086,0.06796771,0.23361441,0.3486402,0.49201512,-0.23275453,0.068126485,0.6979545,0.78027856,-0.19492699,-0.1942112,0.4921957,0.44116378,-0.6918399,-0.5451744,0.1830239,783.2967,715.2015,759.5238,795.78754,760.7326,0,100,-0.205932617,0.129699707,0.975463867,2.841186523,-4.598236084,-2.250518799,1,1,1,1,1,60,neutral
13:58.8,0.39785177,0.53558743,1.1699355,0.697076,0.25854665,0.27058437,0.33156127,0.38455442,0.5919093,-0.25002503,0.06045317,0.73033375,0.46357915,-0.024039106,-0.06924892,0.49212956,0.2746631,-0.5921815,-0.4576051,0.28847364,803.8461,828.8278,862.674,840.5128,811.0989,0,100,-0.197021484,0.131347656,0.973449707,3.043060303,-3.312225342,-1.315917969,1,1,1,1,1,60,neutral
13:59.3,0.5184036,0.5970777,1.2525427,0.62420976,0.3138098,0.29464728,0.37647477,0.38234323,0.6340786,-0.39939198,0.02974388,0.6193094,0.46406764,0.02189523,-0.035982985,0.45175016,0.3537639,-0.56038207,-0.47515363,0.3082371,764.7619,794.57874,876.3736,793.36993,908.60803,0,100,-0.21496582,0.126953125,0.970092773,2.998199463,-2.168273926,-0.91217041,1,1,1,1,1,60,neutral
13:59.8,1.036858,0.5970777,1.2525427,0.4923407,0.92538935,0.29464728,0.37647477,0.22753748,1.0133772,-0.39939198,0.02974388,0.35146964,0.4635215,0.02189523,-0.035982985,0.25287148,0.4522991,-0.56038207,-0.47515363,0.25439772,809.89014,804.65204,847.76556,816.337,665.64105,0,100,-0.256103516,0.077514648,0.965820313,0.613098145,-7.760925293,-1.757049561,1,1,1,1,1,60,neutral
14:00.3,1.1661311,0.4693127,0.9430973,0.4923407,1.0531284,0.24744081,0.5938545,0.22753748,1.0133772,-0.006180094,0.04254061,0.35146964,0.50372976,-0.11034307,-0.1598708,0.25287148,0.47159806,-0.3898511,-0.47755122,0.25439772,803.44324,792.5641,838.9011,804.2491,925.12823,0,100,-0.25769043,0.102661133,0.959533691,4.381408691,-2.474822998,-1.809387207,1,1,1,1,1,60,neutral
14:00.8,1.1672102,0.52353716,0.80189204,0.4923407,1.2531343,0.3013595,0.5891268,0.22753748,1.0483503,0.059175786,0.078345284,0.35146964,0.533944,-0.18871833,-0.19242738,0.25287148,0.4753617,-0.41087437,-0.5055002,0.25439772,797.8022,808.68134,849.3773,817.1429,720.0366,0,100,-0.266052246,0.097900391,0.96295166,3.327178955,-1.577606201,-1.764526367,1,1,1,1,1,60,neutral
14:01.4,1.1672102,0.47569925,0.710464,0.4923407,1.2531343,0.2850348,0.5463875,0.22753748,1.0483503,0.14145152,0.08952843,0.35146964,0.533944,-0.19402035,-0.21592434,0.25287148,0.4753617,-0.3421005,-0.55847335,0.25439772,817.1429,809.4872,835.2747,814.7253,700.696,0,100,-0.266662598,0.096984863,0.96307373,3.521575928,-5.054321289,-1.600036621,1,1,1,1,1,60,neutral
14:01.9,1.1672102,0.52453744,0.69238716,0.4923407,1.2531343,0.18697113,0.51283723,0.22753748,1.0483503,0.14824094,0.08419407,0.35146964,0.533944,-0.27335465,-0.26466197,0.25287148,0.4753617,-0.31098378,-0.54170495,0.25439772,800.2198,798.60803,817.1429,784.5055,703.91943,0,100,-0.249938965,0.100158691,0.967895508,3.491668701,-3.566436768,-1.585083008,1,1,1,1,1,60,neutral
14:02.4,1.1672102,0.6681694,0.838431,0.792105,1.2531343,0.17253233,0.36542627,0.13675608,1.0483503,0.18503825,-0.030179493,0.58680516,0.533944,-0.23438099,-0.2539045,0.2983118,0.4753617,-0.29281774,-0.48417708,0.6468779,816.337,776.8498,784.5055,811.0989,909.41394,0,100,-0.245788574,0.100646973,0.96270752,3.977661133,-6.175842285,-2.796325684,1,1,1,1,1,60,neutral
14:03.0,1.1672102,0.90629196,0.91636777,0.792105,1.2531343,0.44126835,0.28097042,0.13675608,1.0483503,0.39952436,-0.12234134,0.58680516,0.533944,-0.23154844,-0.2198922,0.2983118,0.4753617,-0.3774438,-0.41873357,0.6468779,776.04395,792.96704,780.4762,805.05493,759.92676,0,100,-0.220825195,0.125732422,0.985961914,-2.04864502,-4.119720459,5.816955566,1,1,1,1,1,60,neutral
14:03.5,1.1672102,1.0284467,0.92383015,0.8844148,1.2531343,0.6007756,0.20138772,0.22338785,1.0483503,0.39035723,-0.12234134,0.5806428,0.533944,-0.20221467,-0.13164103,0.27497563,0.4753617,-0.51967967,-0.358952,0.7062958,773.6264,761.53845,609.2308,802.6374,789.7436,0,100,-0.216064453,0.009216309,0.953674316,-6.893615723,-7.200164795,33.99703979,1,1,1,1,1,60,neutral
14:04.0,1.1672102,1.0821029,0.8394053,0.8844148,1.2531343,0.7466471,0.007842229,0.22338785,1.0483503,0.38848722,-0.20936045,0.5806428,0.533944,-0.1794489,-0.073037624,0.27497563,0.4753617,-0.64898354,-0.32902688,0.7062958,794.9817,809.89014,809.0842,784.5055,694.65204,0,100,-0.256347656,-0.010864258,0.973266602,5.465545654,3.431854248,-7.028198242,1,1,1,1,1,60,neutral
14:04.5,1.1672102,1.0821029,0.8394053,0.8844148,1.2531343,0.7466471,0.007842229,0.22338785,1.0483503,0.38848722,-0.20936045,0.5806428,0.533944,-0.1794489,-0.073037624,0.27497563,0.4753617,-0.64898354,-0.32902688,0.7062958,831.2454,800.6227,870.7326,828.8278,773.6264,0,100,-0.232055664,0.011474609,0.975219727,5.173950195,-3.087921143,-3.274841309,1,1,1,1,1,60,neutral
14:05.0,0.92657846,0.58688515,0.8394053,0.8844148,0.49963462,0.10730019,0.007842229,0.22338785,0.60511315,0.109718114,-0.20936045,0.5806428,0.54652905,0.1383024,-0.073037624,0.27497563,0.48262674,0.1565677,-0.32902688,0.7062958,822.7839,805.05493,837.28937,811.50183,717.619,0,100,-0.253112793,-0.020080566,0.971130371,0.964508057,-2.89352417,-14.54986572,1,1,1,1,1,60,neutral
14:05.6,0.8556474,0.8309463,0.8394053,0.8844148,0.45629105,0.030353341,0.007842229,0.22338785,0.58903116,0.21748836,-0.20936045,0.5806428,0.5419267,0.22106522,-0.073037624,0.27497563,0.53014195,0.2597289,-0.32902688,0.7062958,792.1612,786.1172,763.1502,797.3993,885.64105,0,100,-0.245666504,0.002075195,0.970581055,6.332855225,-4.254302979,-12.46383667,1,1,1,1,1,60,neutral
14:06.1,0.8556474,0.983468,0.8394053,0.8844148,0.45629105,-0.006103988,0.007842229,0.22338785,0.58903116,0.21492545,-0.20936045,0.5806428,0.5419267,0.31248268,-0.073037624,0.27497563,0.53014195,0.3790144,-0.32902688,0.7062958,834.0659,798.60803,751.06226,819.5604,736.1539,0,100,-0.259765625,0.041137695,0.953735352,11.0357666,-0.299072266,-14.81155396,1,1,1,1,1,60,neutral
14:06.6,0.8556474,0.983468,0.8394053,0.8844148,0.45629105,-0.006103988,0.007842229,0.22338785,0.58903116,0.21492545,-0.20936045,0.5806428,0.5419267,0.31248268,-0.073037624,0.27497563,0.53014195,0.3790144,-0.32902688,0.7062958,782.8938,747.8388,731.31866,798.20514,749.45056,0,100,-0.209228516,0.089904785,0.972351074,5.7421875,-7.977752686,-4.74029541,1,1,1,1,1,60,neutral
14:07.1,0.9194861,0.983468,0.8394053,1.0066808,0.6615741,-0.006103988,0.007842229,0.48796713,1.2774991,0.21492545,-0.20936045,0.9705302,0.8553159,0.31248268,-0.073037624,0.6869144,0.5628015,0.3790144,-0.32902688,0.1313049,814.7253,792.1612,783.2967,798.60803,909.011,2,100,-0.21472168,0.09564209,0.981689453,2.96081543,-3.267364502,1.173858643,1,1,1,1,1,60,neutral
14:07.7,0.899133,0.983468,0.8394053,0.9736671,0.7016284,-0.006103988,0.007842229,0.48942667,1.2774991,0.21492545,-0.20936045,0.9705302,0.82315695,0.31248268,-0.073037624,0.69121313,0.53630924,0.3790144,-0.32902688,0.13315853,848.5714,700.696,755.89746,871.53845,800.6227,9.999999,100,-0.222595215,0.096923828,0.973510742,3.588867188,-3.506622314,-0.568237305,1,1,1,1,1,60,neutral
14:08.2,0.82825065,0.983468,0.8394053,0.80886483,0.6949965,-0.006103988,0.007842229,0.31521016,1.1940253,0.21492545,-0.20936045,0.47856197,0.72028947,0.31248268,-0.073037624,0.6990783,0.478018,0.3790144,-0.32902688,0.13985875,824.3956,882.4176,807.8755,833.663,941.6484,15.999998,100,-0.211608887,0.093505859,0.971801758,3.439331055,-5.196380615,-2.340240479,1,1,1,1,1,60,neutral
14:08.7,0.82210964,0.983468,0.8394053,0.84590316,0.7419699,-0.006103988,0.007842229,0.43197933,0.81593764,0.21492545,-0.20936045,0.30078855,0.70804834,0.31248268,-0.073037624,0.6982205,0.48077065,0.3790144,-0.32902688,0.1180496,952.52747,1430.403,1344.9817,834.87177,666.8498,6,100,-0.187133789,0.095703125,0.985778809,5.405731201,-8.231964111,-3.080444336,1,1,1,1,1,60,neutral
14:09.2,0.82210964,0.983468,0.8394053,0.84590316,0.7419699,-0.006103988,0.007842229,0.43197933,0.81593764,0.21492545,-0.20936045,0.30078855,0.70804834,0.31248268,-0.073037624,0.6982205,0.48077065,0.3790144,-0.32902688,0.1180496,841.7216,1107.6556,1206.7766,811.50183,716.4103,0,100,-0.16229248,0.107299805,1.004211426,8.59085083,-7.028198242,2.609405518,1,1,1,1,1,60,neutral
14:09.8,0.82210964,0.983468,0.8394053,0.84590316,0.7419699,-0.006103988,0.007842229,0.43197933,0.81593764,0.21492545,-0.20936045,0.30078855,0.70804834,0.31248268,-0.073037624,0.6982205,0.48077065,0.3790144,-0.32902688,0.1180496,886.04395,859.45056,938.022,709.9634,674.5055,0,100,-0.213623047,0.118591309,0.96105957,3.072967529,1.659851074,-4.142150879,1,1,1,1,1,60,neutral
14:10.3,0.82210964,0.983468,0.8394053,0.84590316,0.7419699,-0.006103988,0.007842229,0.43197933,0.81593764,0.21492545,-0.20936045,0.30078855,0.70804834,0.31248268,-0.073037624,0.6982205,0.48077065,0.3790144,-0.32902688,0.1180496,809.4872,782.8938,828.8278,801.8315,906.99634,0,100,-0.25,0.125366211,0.971313477,3.192596436,-5.405731201,1.540222168,1,2,1,1,2,60,neutral
14:10.8,1.4202067,0.983468,0.8394053,0.84590316,1.3259149,-0.006103988,0.007842229,0.43197933,1.217527,0.21492545,-0.20936045,0.30078855,0.99412346,0.31248268,-0.073037624,0.6982205,1.0530288,0.3790144,-0.32902688,0.1180496,799.011,779.2674,799.011,802.6374,734.94507,0,100,-0.228637695,0.07421875,0.962158203,-0.284118652,-7.132873535,-1.450500488,1,1,1,1,1,60,neutral
14:11.3,1.4202067,0.983468,0.8394053,0.84590316,1.3259149,-0.006103988,0.007842229,0.43197933,1.217527,0.21492545,-0.20936045,0.30078855,0.99412346,0.31248268,-0.073037624,0.6982205,1.0530288,0.3790144,-0.32902688,0.1180496,766.77655,778.46155,738.1685,802.23444,838.9011,0,100,-0.216552734,0.057983398,0.979736328,1.816864014,-4.538421631,-2.654266357,1,1,1,1,1,60,neutral
14:11.8,1.4202067,0.80823094,0.8394053,0.84590316,1.3259149,0.2638605,0.007842229,0.43197933,1.217527,0.28627098,-0.20936045,0.30078855,0.99412346,0.1109155,-0.073037624,0.6982205,1.0530288,-0.3887587,-0.32902688,0.1180496,790.54944,757.50916,616.08057,781.28204,724.0659,0,100,-0.195739746,0.063598633,0.979309082,3.364562988,-4.815063477,1.151428223,1,1,1,1,1,60,neutral
14:12.4,0.7268641,0.80823094,0.8394053,0.84590316,0.6707972,0.2638605,0.007842229,0.43197933,0.6987666,0.28627098,-0.20936045,0.30078855,0.7028172,0.1109155,-0.073037624,0.6982205,0.6086365,-0.3887587,-0.32902688,0.1180496,778.46155,711.5751,656.3736,781.685,769.59705,0,100,-0.185302734,0.069763184,0.987670898,4.344024658,-5.263671875,-2.011260986,1,1,1,1,1,60,neutral
14:12.9,0.7268641,0.80823094,0.8394053,0.5218129,0.6707972,0.2638605,0.007842229,0.54303116,0.6987666,0.28627098,-0.20936045,0.6825703,0.7028172,0.1109155,-0.073037624,0.55871856,0.6086365,-0.3887587,-0.32902688,0.36420095,762.3443,591.50183,515.34796,775.64105,784.5055,0,100,-0.184143066,0.070068359,0.982666016,3.229980469,-5.60760498,-2.841186523,1,1,1,1,1,60,neutral
14:13.5,0.8001566,0.9280935,0.8394053,0.67029357,0.90581,0.38486844,0.007842229,0.69625765,0.8349663,0.28326434,-0.20936045,0.734391,0.6774286,0.09629004,-0.073037624,0.55571544,0.6042124,-0.38248822,-0.32902688,0.49857083,773.22345,676.9231,578.60803,784.5055,850.989,0,100,-0.166381836,0.081665039,0.987182617,3.596343994,-4.67300415,-0.687866211,1,1,1,1,1,60,neutral
14:14.0,0.9394605,0.9280935,0.8394053,0.67029357,1.1472291,0.38486844,0.007842229,0.69625765,0.9163777,0.28326434,-0.20936045,0.734391,0.68689203,0.09629004,-0.073037624,0.55571544,0.5844382,-0.38248822,-0.32902688,0.49857083,766.77655,727.6923,633.00366,783.2967,724.0659,0,100,-0.164550781,0.075561523,0.983520508,3.446807861,-4.015045166,-1.151428223,1,1,1,1,1,60,neutral
14:14.5,0.90927505,0.9280935,0.8394053,0.7430569,1.0583663,0.38486844,0.007842229,0.7603746,0.9163777,0.28326434,-0.20936045,0.590639,0.6749036,0.09629004,-0.073037624,0.62319696,0.5262541,-0.38248822,-0.32902688,0.56670666,794.9817,663.6264,660.80585,793.7729,737.3626,0,100,-0.16394043,0.076293945,0.989685059,3.551483154,-5.173950195,-1.04675293,1,1,1,1,1,60,neutral
18:11.3,0.99610907,1.0476032,0.7260159,0.8801321,0.9282354,0.12337709,0.3514212,1.1302682,1.0098118,0.3695338,0.21320856,1.012625,0.681865,-0.24620035,-0.09241488,0.41523483,0.51743925,-0.48376688,-0.6429769,0.16995841,804.2491,804.2491,808.2784,797.8022,782.0879,0,100,0.109008789,0.050415039,0.992736816,3.342132568,-4.029998779,-1.472930908,1,1,1,1,1,55,neutral
18:11.8,0.83904415,0.96762484,0.3420191,0.7730193,0.7823955,0.12646835,0.29293996,1.0927371,0.99830925,0.33777937,0.23845363,1.0312623,0.5406707,-0.26172218,-0.17944969,0.22280765,0.48121718,-0.49668413,-0.5807915,-0.02015638,801.8315,828.4249,805.05493,794.17584,770.80585,0,96,0.118591309,0.049194336,0.989501953,3.611297607,-3.96270752,-1.106567383,1,1,1,1,1,55,neutral
18:12.3,0.6285926,0.92105705,0.5540915,0.5909537,0.34332368,0.029666852,0.04673183,0.56933355,0.8904881,0.14346322,0.2562458,0.8580287,0.58297765,-0.27228114,-0.14575112,0.38305908,0.42176092,-0.5027245,-0.56216955,0.16911876,795.78754,859.0476,822.381,799.011,801.02563,6,100,0.116882324,0.055664063,0.992797852,2.84866333,-4.142150879,-1.943969727,1,1,1,1,1,55,neutral
18:12.9,0.6829935,0.92105705,0.6070778,0.6722261,0.25312796,0.029666852,-0.054326862,0.5509987,0.86267006,0.14346322,0.17510132,0.74673736,0.67856055,-0.27228114,-0.15366347,0.5194612,0.4075133,-0.5027245,-0.46161565,0.38456628,808.68134,785.31134,771.6117,798.60803,655.9707,6,100,0.107543945,0.049865723,0.986022949,2.429962158,-4.037475586,-1.315917969,1,1,1,1,1,55,neutral
18:13.4,0.74853003,0.92105705,0.8362591,0.66333777,0.3032323,0.029666852,0.27740145,0.5780996,0.85884035,0.14346322,0.52904946,0.74318725,0.731742,-0.27228114,0.07542187,0.5476398,0.3826824,-0.5027245,-0.26754683,0.41282585,807.0696,821.978,809.0842,805.4579,834.4689,0,100,0.109069824,0.048583984,0.994812012,3.050537109,-4.358978271,-1.697235107,1,1,1,1,1,55,neutral
18:13.9,0.832533,1.1688043,0.8803083,0.7679983,0.37227258,-0.031573296,0.5520827,0.51061934,0.8541517,0.026277406,0.612084,0.77409977,0.683061,-0.24446294,0.2977968,0.6162062,0.31622472,-0.36820522,-0.02410618,0.47286224,804.2491,826.8132,819.9634,811.50183,852.6007,0,100,0.115783691,0.04864502,0.987670898,3.596343994,-4.187011719,-1.906585693,1,1,1,1,1,60,neutral
18:14.5,0.79703605,0.8232638,0.83001554,0.6245971,0.47480398,0.25224787,0.584835,0.4284948,0.80354184,0.5338781,0.612084,0.8179072,0.6343941,-0.12623128,0.30024838,0.48312098,0.29432118,-0.45490155,-0.01821004,0.17380375,798.60803,815.9341,805.8608,790.14655,719.2308,0,100,0.118347168,0.054443359,0.990478516,4.545898438,-4.732818604,-2.130889893,1,1,1,1,1,60,neutral
18:15.0,0.72663754,0.87435377,0.43309453,0.6310465,0.45931244,0.20761873,0.23265228,0.37108734,0.722888,0.5388465,0.29921255,0.7949538,0.5915261,-0.039516266,0.009243306,0.45218366,0.27643466,-0.41352567,-0.22465901,0.24571928,799.81683,786.9231,807.8755,809.0842,662.8205,0,100,0.110778809,0.054931641,0.989685059,3.409423828,-4.426269531,-2.041168213,1,1,1,1,1,60,neutral
18:15.5,0.7448274,0.7672338,0.4554534,0.66413856,0.5078964,0.26460552,-0.033578366,0.39653778,0.681625,0.51997954,-0.29929778,0.7637915,0.62008905,-0.025483757,-0.11003524,0.46433467,0.36122835,-0.40272632,-0.2951764,0.37608778,835.6777,730.9158,717.619,823.5897,734.1392,0,100,0.100036621,0.054626465,0.989074707,3.910369873,-2.474822998,-3.521575928,1,1,1,1,1,60,neutral
18:16.0,0.7060647,1.0792385,0.48212388,0.7144685,0.4857754,0.16287842,-0.3575898,0.42568183,0.5382539,-0.10668687,-0.45705703,0.5429726,0.5964125,0.09392889,-0.16415817,0.55984175,0.4620981,-0.2962467,-0.22229698,0.5508138,779.2674,778.86444,747.03296,768.7912,730.9158,0,100,0.094726563,0.05065918,0.988830566,3.80569458,-4.822540283,-1.704711914,1,1,1,1,1,60,neutral
18:16.6,0.661293,1.0792385,0.5032913,0.6222638,0.5579959,0.16287842,-0.5847217,0.4371251,0.5004529,-0.10668687,-0.52876246,0.5335821,0.60881245,0.09392889,-0.15282416,0.5454348,0.6014944,-0.2962467,-0.21737623,0.53452265,792.1612,800.2198,783.2967,793.36993,747.03296,0,100,0.09967041,0.057373047,0.987915039,2.527160645,-3.342132568,-0.732727051,1,1,1,1,1,60,neutral
18:17.1,0.661293,1.0792385,0.5032913,0.6222638,0.5579959,0.16287842,-0.5847217,0.4371251,0.5004529,-0.10668687,-0.52876246,0.5335821,0.60881245,0.09392889,-0.15282416,0.5454348,0.6014944,-0.2962467,-0.21737623,0.53452265,792.96704,819.5604,838.0952,785.31134,683.7729,0,100,0.09967041,0.057189941,0.994628906,3.887939453,-3.611297607,-1.9140625,1,1,1,1,1,60,neutral
18:17.6,0.661293,1.0792385,0.5032913,0.6222638,0.5579959,0.16287842,-0.5847217,0.4371251,0.5004529,-0.10668687,-0.52876246,0.5335821,0.60881245,0.09392889,-0.15282416,0.5454348,0.6014944,-0.2962467,-0.21737623,0.53452265,792.96704,779.67035,813.1135,801.8315,802.23444,0,100,0.050231934,0.083618164,1.000183105,6.063690186,4.486083984,-12.34420776,1,1,1,1,1,60,neutral
18:18.2,0.661293,1.0792385,0.5032913,0.6222638,0.5579959,0.16287842,-0.5847217,0.4371251,0.5004529,-0.10668687,-0.52876246,0.5335821,0.60881245,0.09392889,-0.15282416,0.5454348,0.6014944,-0.2962467,-0.21737623,0.53452265,751.4652,868.71796,800.2198,777.25275,696.26373,0,100,-0.020629883,0.095275879,0.996887207,3.289794922,3.588867188,-9.136657715,1,2,1,1,2,60,neutral
18:18.7,0.661293,1.0792385,0.5032913,0.6222638,0.5579959,0.16287842,-0.5847217,0.4371251,0.5004529,-0.10668687,-0.52876246,0.5335821,0.60881245,0.09392889,-0.15282416,0.5454348,0.6014944,-0.2962467,-0.21737623,0.53452265,786.1172,806.6667,778.86444,792.5641,946.8865,0,100,-0.094299316,0.059143066,0.992492676,1.996307373,-0.448608398,-5.293579102,1,2,1,1,2,60,neutral
18:19.2,0.661293,1.0792385,1.0073477,0.6222638,0.5579959,0.16287842,0.7733638,0.4371251,0.5004529,-0.10668687,0.21733397,0.5335821,0.60881245,0.09392889,0.10429936,0.5454348,0.6014944,-0.2962467,-0.5295925,0.53452265,794.57874,807.0696,796.1905,804.65204,723.663,0,100,-0.128540039,0.031799316,0.994384766,3.349609375,-1.555175781,-2.721557617,1,2,1,1,2,60,neutral
18:19.7,0.661293,1.0792385,1.1479483,0.6222638,0.5579959,0.16287842,0.66864955,0.4371251,0.5004529,-0.10668687,0.30278465,0.5335821,0.60881245,0.09392889,0.08181099,0.5454348,0.6014944,-0.2962467,-0.5737644,0.53452265,798.60803,778.0586,806.6667,813.1135,666.8498,0,100,-0.147277832,0.013793945,0.998352051,5.60760498,-0.433654785,-4.187011719,1,2,1,1,2,60,neutral
18:20.2,0.661293,1.0792385,1.21571,0.6222638,0.5579959,0.16287842,0.6295379,0.4371251,0.5004529,-0.10668687,0.2508697,0.5335821,0.60881245,0.09392889,0.10826277,0.5454348,0.6014944,-0.2962467,-0.6040537,0.53452265,801.4286,671.685,869.5238,810.293,833.663,0,100,0.019470215,-0.007202148,1.000427246,6.243133545,-21.85470581,30.90911865,1,2,1,1,2,60,neutral
18:20.8,0.661293,1.0792385,1.2750933,0.6222638,0.5579959,0.16287842,0.5557906,0.4371251,0.5004529,-0.10668687,0.23350158,0.5335821,0.60881245,0.09392889,0.061757237,0.5454348,0.6014944,-0.2962467,-0.6346372,0.53452265,780.4762,749.85345,817.9487,782.8938,705.5311,0,100,0.11505127,-0.018371582,0.998596191,1.884155273,-10.95352173,22.83416748,1,2,1,1,2,60,neutral
18:21.3,0.661293,1.0792385,1.2855538,0.6222638,0.5579959,0.16287842,0.598314,0.4371251,0.5004529,-0.10668687,0.23109953,0.5335821,0.60881245,0.09392889,0.06692121,0.5454348,0.6014944,-0.2962467,-0.64052504,0.53452265,787.72894,742.1978,799.81683,791.3553,774.0293,0,100,0.282104492,-0.00201416,0.93536377,8.710479736,-10.78903198,8.942260742,1,2,1,1,2,60,neutral
18:21.8,1.2932248,1.0792385,1.2855538,1.4656885,0.62974805,0.16287842,0.598314,0.9947167,0.75377923,-0.10668687,0.23109953,0.7561391,0.4548122,0.09392889,0.06692121,0.9107047,0.31199908,-0.2962467,-0.64052504,0.273043,797.3993,957.76556,1423.1501,809.4872,749.0476,0,92.00001,0.336853027,0.038208008,0.941650391,0.82244873,-8.187103271,-21.06216431,1,1,1,1,1,60,neutral
18:22.4,1.2932248,1.0792385,1.2855538,1.4656885,0.62974805,0.16287842,0.598314,0.9947167,0.75377923,-0.10668687,0.23109953,0.7561391,0.4548122,0.09392889,0.06692121,0.9107047,0.31199908,-0.2962467,-0.64052504,0.273043,816.7399,829.2308,1118.5348,821.1722,812.3077,0,86.000015,0.494140625,0.058959961,0.907226563,-3.626251221,-33.79516602,-28.41934204,1,1,1,1,1,60,neutral
18:22.9,1.313379,1.0792385,1.2855538,1.4656885,0.6183463,0.16287842,0.598314,0.9947167,0.7341214,-0.10668687,0.23109953,0.7561391,0.4399316,0.09392889,0.06692121,0.9107047,0.35099846,-0.2962467,-0.64052504,0.273043,807.0696,642.674,939.2308,814.7253,718.4249,0,74.00002,0.491760254,0.03692627,0.866577148,2.213134766,0.149536133,1.8019104,1,1,1,1,1,60,neutral
18:23.4,1.313379,1.0792385,1.2855538,1.4656885,0.6183463,0.16287842,0.598314,0.9947167,0.7341214,-0.10668687,0.23109953,0.7561391,0.4399316,0.09392889,0.06692121,0.9107047,0.35099846,-0.2962467,-0.64052504,0.273043,775.64105,1618.5714,570.9524,782.0879,965.42126,0,64.00003,0.00378418,-0.002929688,0.938110352,8.531036377,60.9135437,34.30358887,1,1,1,1,1,60,neutral
18:23.9,1.313379,1.0792385,1.2855538,1.4656885,0.6183463,0.16287842,0.598314,0.9947167,0.7341214,-0.10668687,0.23109953,0.7561391,0.4399316,0.09392889,0.06692121,0.9107047,0.35099846,-0.2962467,-0.64052504,0.273043,817.9487,894.10254,818.7546,834.0659,693.44324,0,56.000042,-0.215148926,0.08215332,0.970581055,11.30493164,10.2432251,9.607696533,1,1,1,1,1,60,neutral
18:24.5,1.313379,1.0792385,1.2855538,1.4656885,0.6183463,0.16287842,0.598314,0.9947167,0.7341214,-0.10668687,0.23109953,0.7561391,0.4399316,0.09392889,0.06692121,0.9107047,0.35099846,-0.2962467,-0.64052504,0.273043,808.68134,764.35895,838.0952,817.5458,706.7399,0,48.000046,-0.28729248,0.157531738,0.991394043,3.887939453,7.977752686,-19.42474365,1,1,4,1,1,60,neutral
18:25.0,1.313379,1.0792385,1.2855538,1.4656885,0.6183463,0.16287842,0.598314,0.9947167,0.7341214,-0.10668687,0.23109953,0.7561391,0.4399316,0.09392889,0.06692121,0.9107047,0.35099846,-0.2962467,-0.64052504,0.273043,825.2015,1287.3627,0,830.4396,803.8461,0,38.000042,-0.499023438,-0.035461426,0.929138184,5.031890869,3.289794922,-47.91885376,1,2,2,1,2,60,neutral
