TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2021-09-11 00:42:08.404,0.5804295,0.0,0.0,0.7197945,0.67219,0.0,0.0,0.5321433,1.4990118,0.0,0.0,1.1708099,0.8565517,0.0,0.0,0.647,0.20034854,0.0,0.0,0.2786385,869.12085,800.2198,1582.3077,843.3333,939.6337,0.3038330078125,-0.063232421875,0.9649658203125,6.0711669921875,-2.3028564453125,-0.95703125,1,1.0,2.0,2.0,1.0,65.00
2021-09-11 00:42:08.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-09-11 00:42:08.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-09-11 00:42:08.921,0.17572954,0.0,0.0,0.3932858,0.32040945,0.0,0.0,0.51820815,0.90032196,0.0,0.0,0.69666845,0.2451053,0.0,0.0,0.4988397,-0.14467199,0.0,0.0,0.10625657,761.13556,875.9707,56.410255,774.43225,615.2747,0.30828857421875,-0.05474853515625,0.96337890625,5.27862548828125,-3.45428466796875,-2.0635986328125,1,1.0,2.0,2.0,1.0,65.00
2021-09-11 00:42:09.427,0.38317502,0.0,0.0,0.45032486,0.56237483,0.0,0.0,0.57707936,0.90605193,0.0,0.0,0.58977216,0.46454823,0.0,0.0,0.57147014,-0.06126072,0.0,0.0,0.23257957,761.9414,697.47253,244.57875,773.22345,490.76923,0.30218505859375,-0.059326171875,0.966796875,5.600128173828125,-3.99261474609375,-2.699127197265625,1,1.0,1.0,2.0,1.0,65.00
2021-09-11 00:42:09.954,0.43038633,0.0,0.0,0.49588403,0.5619096,0.0,0.0,0.49732232,0.81944144,0.0,0.0,0.6474963,0.5336407,0.0,0.0,0.5599571,0.14013481,0.0,0.0,0.2383639,795.78754,630.58606,40.695972,805.8608,693.44324,0.2977294921875,-0.06634521484375,0.96630859375,5.8917236328125,-3.416900634765625,-2.235565185546875,1,1.0,1.0,2.0,1.0,65.00
2021-09-11 00:42:10.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-09-11 00:42:10.512,0.75675714,0.0,0.0,0.80005217,0.6338227,0.0,0.0,0.468864,0.8295019,0.0,0.0,0.618575,0.60265905,0.0,0.0,0.53595597,0.2794936,0.0,0.0,0.20884211,791.3553,1063.7362,1114.9084,799.81683,671.28204,0.29644775390625,-0.061279296875,0.9696044921875,5.48797607421875,-3.297271728515625,-1.98883056640625,1,1.0,2.0,2.0,1.0,65.00
2021-09-11 00:42:11.026,0.79889184,0.0,0.0,0.838321,0.572251,0.0,0.0,0.37676084,0.5116232,0.0,0.0,0.47224978,0.5375114,0.0,0.0,0.50887233,0.25291264,0.0,0.0,0.08700792,823.5897,876.77655,1003.2967,828.8278,796.1905,0.2901611328125,-0.064697265625,0.9727783203125,5.465545654296875,-4.777679443359375,-0.949554443359375,1,1.0,4.0,4.0,1.0,65.00
2021-09-11 00:42:11.534,0.78845227,0.0,0.0,0.82496023,0.67085624,0.0,0.0,0.4427045,0.5681954,0.0,0.0,0.4700058,0.5302456,0.0,0.0,0.57187134,0.13832033,0.0,0.0,0.08503928,761.53845,821.5751,244.57875,790.54944,743.8095,0.287353515625,-0.069580078125,0.97052001953125,5.570220947265625,-3.327178955078125,-2.07855224609375,1,1.0,4.0,4.0,1.0,65.00
2021-09-11 00:42:12.082,0.43228787,0.0,0.0,0.43750647,0.56691474,0.0,0.0,0.32395908,0.5858791,0.0,0.0,0.5940688,0.5344716,0.0,0.0,0.54147416,0.1237139,0.0,0.0,0.20200554,854.21246,1070.586,1643.5531,832.4542,938.022,0.2908935546875,-0.06866455078125,0.9727783203125,5.60760498046875,-4.11224365234375,-1.31591796875,1,1.0,1.0,4.0,1.0,65.00
2021-09-11 00:42:12.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-09-11 00:42:12.612,0.23472899,0.0,0.0,0.37370127,0.6199425,0.0,0.0,0.45589152,0.81808317,0.0,0.0,0.858331,0.6871135,0.0,0.0,0.6598466,0.21335553,0.0,0.0,0.31778663,888.0586,714.7985,1309.5238,878.7912,1333.2968,0.285400390625,-0.07659912109375,0.9691162109375,5.031890869140625,-3.5589599609375,-2.1533203125,1,1.0,4.0,2.0,1.0,65.00
2021-09-11 00:42:12.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-09-11 00:42:13.152,0.4419401,0.0,0.0,0.60100895,0.62567484,0.0,0.0,0.54834235,0.7946774,0.0,0.0,0.8729462,0.72582114,0.0,0.0,0.7076536,0.25895193,0.0,0.0,0.4140118,823.5897,1101.6117,1579.0842,810.293,723.2601,0.28436279296875,-0.08404541015625,0.96923828125,2.788848876953125,-1.278533935546875,-3.99261474609375,1,1.0,1.0,4.0,1.0,65.00
2021-09-11 00:42:13.693,0.67079806,0.0,0.0,0.84432995,0.5827178,0.0,0.0,0.6188353,1.147927,0.0,0.0,0.9926049,0.72135216,0.0,0.0,0.7553279,0.22554193,0.0,0.0,0.3153588,832.8571,797.3993,1343.37,810.293,1089.5238,0.3177490234375,-0.0806884765625,0.954833984375,7.357177734375,-11.58905029296875,-9.562835693359375,1,1.0,4.0,4.0,1.0,65.00
2021-09-11 00:42:14.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-09-11 00:42:14.218,0.74974346,0.0,0.0,0.8071951,0.49957904,0.0,0.0,0.54330164,1.1214414,0.0,0.0,0.9275689,0.6813357,0.0,0.0,0.7139041,0.24947688,0.0,0.0,0.28680816,871.13556,941.6484,1642.7472,840.10986,987.5824,0.3197021484375,-0.074462890625,0.95452880859375,5.555267333984375,-2.691650390625,-1.846771240234375,1,1.0,2.0,2.0,1.0,65.00
2021-09-11 00:42:14.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-09-11 00:42:14.731,0.8149556,0.0,0.0,0.74301004,0.46880034,0.0,0.0,0.4927189,1.1214414,0.0,0.0,0.912479,0.76436025,0.0,0.0,0.72170526,0.26220647,0.0,0.0,0.26285487,824.3956,940.0366,1256.337,807.0696,703.91943,0.30645751953125,-0.08544921875,0.96099853515625,5.330963134765625,-4.5159912109375,-0.351409912109375,1,1.0,2.0,2.0,1.0,65.00
2021-09-11 00:42:15.268,0.8569767,0.0,0.0,0.6761773,0.5575569,0.0,0.0,0.5982072,1.109979,0.0,0.0,0.8361028,0.8334781,0.0,0.0,0.7598984,0.32269418,0.0,0.0,0.36714143,756.30035,810.293,294.5421,782.8938,651.9414,0.30169677734375,-0.068603515625,0.9671630859375,6.287994384765625,-3.12530517578125,-2.13836669921875,1,1.0,1.0,2.0,1.0,65.00
2021-09-11 00:42:15.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-09-11 00:42:15.777,0.2668558,0.0,0.0,0.28029346,0.20789388,0.0,0.0,0.2548903,0.579079,0.0,0.0,0.7541513,0.69387025,0.0,0.0,0.5629777,0.3722836,0.0,0.0,0.22773299,758.315,609.2308,456.52014,767.5824,474.24908,0.29669189453125,-0.072265625,0.96551513671875,4.11224365234375,-3.5589599609375,-2.145843505859375,1,1.0,1.0,2.0,1.0,65.00
